flight_id,flight_no,airline,date,time,origin,status,status_code,flight_type,last_updated
KE 314_2026-09-08,KE 314,KAL,2026-09-08,03:10,ICN,,,,2026-09-07T16:41:03+08:00
LD 204_2026-09-08,LD 204,AHK,2026-09-08,03:15,KIX,,,,2026-09-07T16:41:03+08:00
LD 128_2026-09-08,LD 128,AHK,2026-09-08,03:20,ICN,,,,2026-09-07T16:41:03+08:00
BR 6536_2026-09-08,BR 6536,EVA,2026-09-08,03:20,TPE,,,,2026-09-07T16:41:03+08:00
LD 208_2026-09-08,LD 208,AHK,2026-09-08,03:25,NRT,,,,2026-09-07T16:41:03+08:00
LD 327_2026-09-08,LD 327,AHK,2026-09-08,03:25,SIN,,,,2026-09-07T16:41:03+08:00
LD 768_2026-09-08,LD 768,AHK,2026-09-08,03:25,PEK,,,,2026-09-07T16:41:03+08:00
LD 216_2026-09-08,LD 216,AHK,2026-09-08,03:30,NGO,,,,2026-09-07T16:41:03+08:00
8K 526_2026-09-08,8K 526,KMI,2026-09-08,03:30,BKK,,,,2026-09-07T16:41:03+08:00
LD 457_2026-09-08,LD 457,AHK,2026-09-08,03:35,"MNL,CEB",,,,2026-09-07T16:41:03+08:00
LD 782_2026-09-08,LD 782,AHK,2026-09-08,03:40,PVG,,,,2026-09-07T16:41:03+08:00
LD 831_2026-09-08,LD 831,AHK,2026-09-08,03:40,BKK,,,,2026-09-07T16:41:03+08:00
LD 561_2026-09-08,LD 561,AHK,2026-09-08,03:45,SGN,,,,2026-09-07T16:41:03+08:00
TH 3508_2026-09-08,TH 3508,RMY,2026-09-08,03:45,KUL,,,,2026-09-07T16:41:03+08:00
3S 582_2026-09-08,3S 582,BOX,2026-09-08,04:00,LAX,,,,2026-09-07T16:41:03+08:00
3Y 6011_2026-09-08,3Y 6011,MYU,2026-09-08,04:00,CGK,,,,2026-09-07T16:41:03+08:00
HJ 022_2026-09-08,HJ 022,TMN,2026-09-08,04:00,SYD,,,,2026-09-07T16:41:03+08:00
LD 720_2026-09-08,LD 720,AHK,2026-09-08,04:05,CTU,,,,2026-09-07T16:41:03+08:00
TH 3091_2026-09-08,TH 3091,RMY,2026-09-08,04:15,PEN,,,,2026-09-07T16:41:03+08:00
LD 680_2026-09-08,LD 680,AHK,2026-09-08,04:20,TPE,,,,2026-09-07T16:41:03+08:00
MB 6020_2026-09-08,MB 6020,MNB,2026-09-08,04:50,SHJ,,,,2026-09-07T16:41:03+08:00
ET 3795_2026-09-08,ET 3795,ETH,2026-09-08,05:00,"MCT,LOS,SCL,ADD",,,,2026-09-07T16:41:03+08:00
QR 8467_2026-09-08,QR 8467,QTR,2026-09-08,05:05,DOH,,,,2026-09-07T16:41:03+08:00
3S 715_2026-09-08,3S 715,BOX,2026-09-08,05:35,"DXB,LEJ",,,,2026-09-07T16:41:03+08:00
3S 733_2026-09-08,3S 733,BOX,2026-09-08,05:40,"BLR,LEJ",,,,2026-09-07T16:41:03+08:00
ES 720_2026-09-08,ES 720,DHX,2026-09-08,05:40,BAH,,,,2026-09-07T16:41:03+08:00
3S 525_2026-09-08,3S 525,BOX,2026-09-08,05:45,"BAH,LEJ",,,,2026-09-07T16:41:03+08:00
EK 9821_2026-09-08,EK 9821,UAE,2026-09-08,05:45,DWC,,,,2026-09-07T16:41:03+08:00
ET 3707_2026-09-08,ET 3707,ETH,2026-09-08,05:55,"BUD,ADD",Cancelled,,,2026-09-07T16:41:03+08:00
5Y 731_2026-09-08,5Y 731,GTI,2026-09-08,06:10,"ANC,MIA",Est at 06:12,,,2026-09-07T16:41:03+08:00
FX 5217_2026-09-08,FX 5217,FDX,2026-09-08,06:20,"IST,CDG,LGG,MEM",,,,2026-09-07T16:41:03+08:00
RH 4568_2026-09-08,RH 4568,HKC,2026-09-08,06:30,TPE,Est at 01:00,,,2026-09-07T16:41:03+08:00
K4 255_2026-09-08,K4 255,CKS,2026-09-08,06:40,"YHM,CVG",,,,2026-09-07T16:41:03+08:00
D0 593_2026-09-08,D0 593,DHK,2026-09-08,06:40,"DEL,EMA",,,,2026-09-07T16:41:03+08:00
CX 3258_2026-09-08,CX 3258,CPA,2026-09-08,06:45,PVG,,,,2026-09-07T16:41:03+08:00
CX 3284_2026-09-08,CX 3284,CPA,2026-09-08,06:50,"ANC,ORD",,,,2026-09-07T16:41:03+08:00
CX 2096_2026-09-08,CX 2096,CPA,2026-09-08,06:50,"ANC,LAX",,,,2026-09-07T16:41:03+08:00
K4 241_2026-09-08,K4 241,CKS,2026-09-08,07:00,"ANC,MIA",,,,2026-09-07T16:41:03+08:00
F5 8807_2026-09-08,F5 8807,ATG,2026-09-08,07:00,"DWC,TLV",,,,2026-09-07T16:41:03+08:00
CK 264_2026-09-08,CK 264,CKK,2026-09-08,07:00,CKG,,,,2026-09-07T16:41:03+08:00
CC 3571_2026-09-08,CC 3571,ABD,2026-09-08,07:00,"CMB,JNB",,,,2026-09-07T16:41:03+08:00
3S 547_2026-09-08,3S 547,BOX,2026-09-08,07:25,"BRU,LEJ",Est at 07:55,,,2026-09-07T16:41:03+08:00
SV 963_2026-09-08,SV 963,SVA,2026-09-08,07:30,RUH,Cancelled,,,2026-09-07T16:41:03+08:00
CI 6842_2026-09-08,CI 6842,CAL,2026-09-08,07:35,TPE,,,,2026-09-07T16:41:03+08:00
5Y 8050_2026-09-08,5Y 8050,GTI,2026-09-08,07:40,"ANC,MIA",Est at 12:55,,,2026-09-07T16:41:03+08:00
O3 152_2026-09-08,O3 152,CSS,2026-09-08,07:55,EHU,Est at 08:05,,,2026-09-07T16:41:03+08:00
5Y 238_2026-09-08,5Y 238,GTI,2026-09-08,08:05,"ANC,LAX",,,,2026-09-07T16:41:03+08:00
RH 371_2026-09-08,RH 371,HKC,2026-09-08,08:05,SIN,,,,2026-09-07T16:41:03+08:00
MB 730_2026-09-08,MB 730,MNB,2026-09-08,08:20,"KGF,IST",,,,2026-09-07T16:41:03+08:00
K4 205_2026-09-08,K4 205,CKS,2026-09-08,08:25,"ANC,CVG",Est at 08:05,,,2026-09-07T16:41:03+08:00
3S 503_2026-09-08,3S 503,BOX,2026-09-08,08:30,LEJ,,,,2026-09-07T16:41:03+08:00
MB 630_2026-09-08,MB 630,MNB,2026-09-08,08:50,"KGF,IST",,,,2026-09-07T16:41:03+08:00
CC 4600_2026-09-08,CC 4600,ABD,2026-09-08,09:00,"CMB,JNB",,,,2026-09-07T16:41:03+08:00
TK 6267_2026-09-08,TK 6267,THY,2026-09-08,09:25,IST,Est at 10:35,,,2026-09-07T16:41:03+08:00
ET 3035_2026-09-08,ET 3035,ETH,2026-09-08,09:30,ADD,Cancelled,,,2026-09-07T16:41:03+08:00
NJ 9908_2026-09-08,NJ 9908,RCR,2026-09-08,09:30,"DWC,LEJ",,,,2026-09-07T16:41:03+08:00
CV 2092_2026-09-08,CV 2092,CLX,2026-09-08,09:30,"ANC,ORD,LUX",Est at 09:15,,,2026-09-07T16:41:03+08:00
QY 653_2026-09-08,QY 653,BCS,2026-09-08,09:50,"GYD,LEJ",,,,2026-09-07T16:41:03+08:00
O3 268_2026-09-08,O3 268,CSS,2026-09-08,09:55,NGB,Est at 10:00,,,2026-09-07T16:41:03+08:00
CV 519_2026-09-08,CV 519,CLX,2026-09-08,10:00,"ASB,LUX",,,,2026-09-07T16:41:03+08:00
5X 067_2026-09-08,5X 067,UPS,2026-09-08,10:15,"ICN,ANC,SDF",,,,2026-09-07T16:41:03+08:00
7L 1148_2026-09-08,7L 1148,AZG,2026-09-08,10:25,DMM,,,,2026-09-07T16:41:03+08:00
QR 8407_2026-09-08,QR 8407,QTR,2026-09-08,10:30,DOH,,,,2026-09-07T16:41:03+08:00
5Y 654_2026-09-08,5Y 654,GTI,2026-09-08,11:15,"ANC,MIA",Est at 11:00,,,2026-09-07T16:41:03+08:00
5X 003_2026-09-08,5X 003,UPS,2026-09-08,11:25,"BLR,CGN,PHL",,,,2026-09-07T16:41:03+08:00
CX 036_2026-09-08,CX 036,CPA,2026-09-08,11:55,KIX,,,,2026-09-07T16:41:03+08:00
T8 4704_2026-09-08,T8 4704,TVR,2026-09-08,12:00,DMM,Est at 11:00,,,2026-09-07T16:41:03+08:00
CX 2045_2026-09-08,CX 2045,CPA,2026-09-08,13:10,DEL,Est at 17:00,,,2026-09-07T16:41:03+08:00
CX 049_2026-09-08,CX 049,CPA,2026-09-08,13:15,DAC,Est at 21:30,,,2026-09-07T16:41:03+08:00
EK 9839_2026-09-08,EK 9839,UAE,2026-09-08,13:15,DWC,,,,2026-09-07T16:41:03+08:00
CX 3298_2026-09-08,CX 3298,CPA,2026-09-08,13:50,"ANC,JFK",,,,2026-09-07T16:41:03+08:00
KJ 968_2026-09-08,KJ 968,AIH,2026-09-08,14:05,ICN,Est at 14:00,,,2026-09-07T16:41:03+08:00
WW 862_2026-09-08,WW 862,KXP,2026-09-08,14:40,KUL,Est at 23:15,,,2026-09-07T16:41:03+08:00
K4 561_2026-09-08,K4 561,CKS,2026-09-08,15:00,"ICN,ORD",,,,2026-09-07T16:41:03+08:00
5X 001_2026-09-08,5X 001,UPS,2026-09-08,15:40,"CGN,PHL",,,,2026-09-07T16:41:03+08:00
5X 166_2026-09-08,5X 166,UPS,2026-09-08,16:00,"SIN,SDF",,,,2026-09-07T16:41:03+08:00
5X 061_2026-09-08,5X 061,UPS,2026-09-08,16:05,"TPE,ANC,SDF",,,,2026-09-07T16:41:03+08:00
P9 881_2026-09-08,P9 881,MGE,2026-09-08,16:10,GUM,Est at 20:30,,,2026-09-07T16:41:03+08:00
KE 9314_2026-09-08,KE 9314,KAL,2026-09-08,16:45,ICN,,,,2026-09-07T16:41:03+08:00
CV 237_2026-09-08,CV 237,CLX,2026-09-08,17:00,"ANC,GDL,NLU,LUX",,,,2026-09-07T16:41:03+08:00
3S 519_2026-09-08,3S 519,BOX,2026-09-08,17:10,LEJ,Est at 17:00,,,2026-09-07T16:41:03+08:00
EK 9799_2026-09-08,EK 9799,UAE,2026-09-08,17:30,DWC,,,,2026-09-07T16:41:03+08:00
RH 331_2026-09-08,RH 331,HKC,2026-09-08,18:00,BKK,,,,2026-09-07T16:41:03+08:00
CC 5752_2026-09-08,CC 5752,ABD,2026-09-08,18:00,DWC,,,,2026-09-07T16:41:03+08:00
CT 5752_2026-09-08,CT 5752,AAE,2026-09-08,18:00,DWC,Cancelled,,,2026-09-07T16:41:03+08:00
EY 934_2026-09-08,EY 934,ETD,2026-09-08,18:05,AUH,,,,2026-09-07T16:41:03+08:00
7L 247_2026-09-08,7L 247,AZG,2026-09-08,18:15,GYD,,,,2026-09-07T16:41:03+08:00
CX 2026_2026-09-08,CX 2026,CPA,2026-09-08,18:15,TPE,,,,2026-09-07T16:41:03+08:00
2C 561_2026-09-08,2C 561,CMA,2026-09-08,18:20,"ESB,CDG",Est at 19:15,,,2026-09-07T16:41:03+08:00
C8 736_2026-09-08,C8 736,ICV,2026-09-08,18:20,"ASB,MXP",,,,2026-09-07T16:41:03+08:00
LH 8461_2026-09-08,LH 8461,GEC,2026-09-08,18:25,"IST,FRA",,,,2026-09-07T16:41:03+08:00
EK 9847_2026-09-08,EK 9847,UAE,2026-09-08,18:25,DWC,,,,2026-09-07T16:41:03+08:00
7L 572_2026-09-08,7L 572,AZG,2026-09-08,18:35,GYD,,,,2026-09-07T16:41:03+08:00
5Y 4352_2026-09-08,5Y 4352,GTI,2026-09-08,18:40,"SHJ,LGG",,,,2026-09-07T16:41:03+08:00
TK 6329_2026-09-08,TK 6329,THY,2026-09-08,18:50,"CIT,IST",,,,2026-09-07T16:41:03+08:00
5X 063_2026-09-08,5X 063,UPS,2026-09-08,19:05,"ANC,SDF",,,,2026-09-07T16:41:03+08:00
SQ 7922_2026-09-08,SQ 7922,SIA,2026-09-08,19:10,"ANC,DFW",,,,2026-09-07T16:41:03+08:00
CI 5838_2026-09-08,CI 5838,CAL,2026-09-08,19:20,TPE,,,,2026-09-07T16:41:03+08:00
RH 6651_2026-09-08,RH 6651,HKC,2026-09-08,19:25,DAC,,,,2026-09-07T16:41:03+08:00
CP 166_2026-09-08,CP 166,LSI,2026-09-08,19:30,MXP,Est at 19:20,,,2026-09-07T16:41:03+08:00
TK 6241_2026-09-08,TK 6241,THY,2026-09-08,19:30,IST,,,,2026-09-07T16:41:03+08:00
TH 641_2026-09-08,TH 641,RMY,2026-09-08,19:45,KUL,Est at 18:00,,,2026-09-07T16:41:03+08:00
5X 059_2026-09-08,5X 059,UPS,2026-09-08,19:45,"ANC,ONT",,,,2026-09-07T16:41:03+08:00
FX 5991_2026-09-08,FX 5991,FDX,2026-09-08,19:50,"KIX,OAK",,,,2026-09-07T16:41:03+08:00
MH 6105_2026-09-08,MH 6105,MAS,2026-09-08,19:50,KUL,Est at 02:40 (09/09/2026),,,2026-09-07T16:41:03+08:00
SQ 7354_2026-09-08,SQ 7354,SIA,2026-09-08,20:20,"MAA,BRU",,,,2026-09-07T16:41:03+08:00
N8 529_2026-09-08,N8 529,NCR,2026-09-08,20:30,"ANC,DFW",Est at 23:25,,,2026-09-07T16:41:03+08:00
CX 2033_2026-09-08,CX 2033,CPA,2026-09-08,20:55,MAA,,,,2026-09-07T16:41:03+08:00
CX 3260_2026-09-08,CX 3260,CPA,2026-09-08,21:00,CKG,,,,2026-09-07T16:41:03+08:00
K4 220_2026-09-08,K4 220,CKS,2026-09-08,21:40,CVG,,,,2026-09-07T16:41:03+08:00
EK 9833_2026-09-08,EK 9833,UAE,2026-09-08,21:50,DWC,Est at 20:20,,,2026-09-07T16:41:03+08:00
7L 648_2026-09-08,7L 648,AZG,2026-09-08,21:55,GYD,,,,2026-09-07T16:41:03+08:00
FX 079_2026-09-08,FX 079,FDX,2026-09-08,22:00,KIX,,,,2026-09-07T16:41:03+08:00
C6 7638_2026-09-08,C6 7638,MFX,2026-09-08,22:00,TAS,,,,2026-09-07T16:41:03+08:00
CX 3238_2026-09-08,CX 3238,CPA,2026-09-08,22:20,"XMN,PVG",,,,2026-09-07T16:41:03+08:00
QR 8421_2026-09-08,QR 8421,QTR,2026-09-08,22:40,DOH,,,,2026-09-07T16:41:03+08:00
CX 050_2026-09-08,CX 050,CPA,2026-09-08,23:05,PVG,,,,2026-09-07T16:41:03+08:00
N8 531_2026-09-08,N8 531,NCR,2026-09-08,23:10,"ANC,DFW",,,,2026-09-07T16:41:03+08:00
SR 813_2026-09-08,SR 813,XKY,2026-09-08,23:15,MNL,,,,2026-09-07T16:41:03+08:00
ET 3447_2026-09-08,ET 3447,ETH,2026-09-08,23:30,ADD,Cancelled,,,2026-09-07T16:41:03+08:00
7L 923_2026-09-09,7L 923,AZG,2026-09-09,17:20,GYD,Est at 16:30 (08/09/2026),,,2026-09-07T16:41:03+08:00
MH 6104_2026-09-08,MH 6104,MAS,2026-09-08,17:50,"KUL,LBU",Est at 00:40 (09/09/2026),,,2026-09-07T16:36:33+08:00
CX 3295_2026-09-08,CX 3295,CPA,2026-09-08,20:05,JFK,Est at 04:26 (09/09/2026),,,2026-09-07T16:36:33+08:00
CX 097_2026-09-08,CX 097,CPA,2026-09-08,21:15,"NLU,GDL,ANC",Est at 00:11 (09/09/2026),,,2026-09-07T16:36:33+08:00
QR 8438_2026-09-09,QR 8438,QTR,2026-09-09,00:00,DOH,,,,2026-09-07T16:36:33+08:00
ET 3032_2026-09-09,ET 3032,ETH,2026-09-09,00:05,"ADD,MCT",Est at 01:40,,,2026-09-07T16:36:33+08:00
K4 703_2026-09-09,K4 703,CKS,2026-09-09,00:10,TLV,Est at 00:00,,,2026-09-07T16:36:33+08:00
LD 681_2026-09-09,LD 681,AHK,2026-09-09,00:20,TPE,,,,2026-09-07T16:36:33+08:00
LD 129_2026-09-09,LD 129,AHK,2026-09-09,00:25,ICN,,,,2026-09-07T16:36:33+08:00
LD 205_2026-09-09,LD 205,AHK,2026-09-09,00:40,KIX,,,,2026-09-07T16:36:33+08:00
HJ 021_2026-09-09,HJ 021,TMN,2026-09-09,00:40,SYD,,,,2026-09-07T16:36:33+08:00
LD 456_2026-09-09,LD 456,AHK,2026-09-09,00:45,"CEB,MNL",,,,2026-09-07T16:36:33+08:00
TH 3092_2026-09-09,TH 3092,RMY,2026-09-09,00:45,PEN,,,,2026-09-07T16:36:33+08:00
LD 217_2026-09-09,LD 217,AHK,2026-09-09,00:50,NGO,,,,2026-09-07T16:36:33+08:00
NH 8511_2026-09-09,NH 8511,ANA,2026-09-09,00:55,NRT,,,,2026-09-07T16:36:33+08:00
LD 209_2026-09-09,LD 209,AHK,2026-09-09,01:00,NRT,,,,2026-09-07T16:36:33+08:00
LD 769_2026-09-09,LD 769,AHK,2026-09-09,01:00,PEK,,,,2026-09-07T16:36:33+08:00
CI 5825_2026-09-09,CI 5825,CAL,2026-09-09,01:00,TPE,,,,2026-09-07T16:36:33+08:00
KE 313_2026-09-09,KE 313,KAL,2026-09-09,01:10,ICN,Est at 04:10,,,2026-09-07T16:36:33+08:00
LD 783_2026-09-09,LD 783,AHK,2026-09-09,01:15,PVG,,,,2026-09-07T16:36:33+08:00
CX 035_2026-09-09,CX 035,CPA,2026-09-09,01:15,"KIX,ICN",,,,2026-09-07T16:36:33+08:00
LD 562_2026-09-09,LD 562,AHK,2026-09-09,01:20,SGN,,,,2026-09-07T16:36:33+08:00
8K 525_2026-09-09,8K 525,KMI,2026-09-09,01:20,"BKK,HAN",,,,2026-09-07T16:36:33+08:00
BR 6537_2026-09-09,BR 6537,EVA,2026-09-09,01:20,TPE,,,,2026-09-07T16:36:33+08:00
LD 326_2026-09-09,LD 326,AHK,2026-09-09,01:25,SIN,,,,2026-09-07T16:36:33+08:00
LD 842_2026-09-09,LD 842,AHK,2026-09-09,01:30,BKK,,,,2026-09-07T16:36:33+08:00
RH 332_2026-09-09,RH 332,HKC,2026-09-09,01:30,BKK,,,,2026-09-07T16:36:33+08:00
TH 3507_2026-09-09,TH 3507,RMY,2026-09-09,01:30,KUL,,,,2026-09-07T16:36:33+08:00
KJ 973_2026-09-09,KJ 973,AIH,2026-09-09,01:40,ICN,Est at 01:30,,,2026-09-07T16:36:33+08:00
CX 048_2026-09-09,CX 048,CPA,2026-09-09,01:45,"DAC,HAN",Est at 10:01,,,2026-09-07T16:36:33+08:00
3S 748_2026-09-09,3S 748,BOX,2026-09-09,02:00,"LEJ,HAN",,,,2026-09-07T16:36:33+08:00
3Y 6012_2026-09-09,3Y 6012,MYU,2026-09-09,02:00,CGK,,,,2026-09-07T16:36:33+08:00
CX 2046_2026-09-09,CX 2046,CPA,2026-09-09,02:05,DEL,Est at 05:41,,,2026-09-07T16:36:33+08:00
EK 9734_2026-09-09,EK 9734,UAE,2026-09-09,02:10,KTM,Est at 01:30,,,2026-09-07T16:36:33+08:00
TK 6350_2026-09-09,TK 6350,THY,2026-09-09,02:20,"IST,RUH",,,,2026-09-07T16:36:33+08:00
LD 721_2026-09-09,LD 721,AHK,2026-09-09,02:40,CTU,,,,2026-09-07T16:36:33+08:00
EK 9408_2026-09-09,EK 9408,UAE,2026-09-09,03:00,"DWC,ALA",,,,2026-09-07T16:36:33+08:00
3S 720_2026-09-09,3S 720,BOX,2026-09-09,03:10,"LEJ,DEL",,,,2026-09-07T16:36:33+08:00
CX 028_2026-09-09,CX 028,CPA,2026-09-09,03:25,"SYD,MEL,BNE",,,,2026-09-07T16:36:33+08:00
3S 542_2026-09-09,3S 542,BOX,2026-09-09,03:30,"LEJ,BKK",,,,2026-09-07T16:36:33+08:00
3S 712_2026-09-09,3S 712,BOX,2026-09-09,03:40,"LEJ,DXB",,,,2026-09-07T16:36:33+08:00
QR 8410_2026-09-09,QR 8410,QTR,2026-09-09,03:45,DOH,,,,2026-09-07T16:36:33+08:00
FX 5023_2026-09-09,FX 5023,FDX,2026-09-09,03:50,KIX,,,,2026-09-07T16:36:33+08:00
CX 3261_2026-09-09,CX 3261,CPA,2026-09-09,03:50,CKG,,,,2026-09-07T16:36:33+08:00
ET 3708_2026-09-09,ET 3708,ETH,2026-09-09,03:55,"ADD,LGG",,,,2026-09-07T16:36:33+08:00
ES 727_2026-09-09,ES 727,DHX,2026-09-09,03:55,BAH,,,,2026-09-07T16:36:33+08:00
5X 004_2026-09-09,5X 004,UPS,2026-09-09,04:00,"PHL,CDG",,,,2026-09-07T16:36:33+08:00
5Y 8028_2026-09-09,5Y 8028,GTI,2026-09-09,04:10,LAX,Est at 01:45,,,2026-09-07T16:36:33+08:00
RH 9490_2026-09-09,RH 9490,HKC,2026-09-09,04:30,"IST,ALA",,,,2026-09-07T16:36:33+08:00
ET 3784_2026-09-09,ET 3784,ETH,2026-09-09,04:40,MAD,Cancelled,,,2026-09-07T16:36:33+08:00
K4 252_2026-09-09,K4 252,CKS,2026-09-09,04:50,"CVG,ICN",,,,2026-09-07T16:36:33+08:00
QR 8434_2026-09-09,QR 8434,QTR,2026-09-09,04:55,DOH,,,,2026-09-07T16:36:33+08:00
3V 534_2026-09-09,3V 534,TAY,2026-09-09,05:25,"BRU,DWC",,,,2026-09-07T16:36:33+08:00
5C 771_2026-09-09,5C 771,ICL,2026-09-09,05:40,TLV,,,,2026-09-07T16:36:33+08:00
CX 2083_2026-09-09,CX 2083,CPA,2026-09-09,06:00,"PDX,ANC",Est at 16:46,,,2026-09-07T16:36:33+08:00
3S 728_2026-09-09,3S 728,BOX,2026-09-09,06:30,"LEJ,RUH",,,,2026-09-07T16:36:33+08:00
CV 9932_2026-09-09,CV 9932,CLX,2026-09-09,07:00,LUX,,,,2026-09-07T16:36:33+08:00
RH 6652_2026-09-09,RH 6652,HKC,2026-09-09,07:00,"DAC,HAN",,,,2026-09-07T16:36:33+08:00
QY 692_2026-09-09,QY 692,BCS,2026-09-09,07:00,"LEJ,BLR",,,,2026-09-07T16:36:33+08:00
KJ 952_2026-09-09,KJ 952,AIH,2026-09-09,07:20,"ICN,HAN",,,,2026-09-07T16:36:33+08:00
QR 8402_2026-09-09,QR 8402,QTR,2026-09-09,07:35,DOH,,,,2026-09-07T16:36:33+08:00
CX 3253_2026-09-09,CX 3253,CPA,2026-09-09,08:05,PVG,,,,2026-09-07T16:36:33+08:00
5X 067_2026-09-09,5X 067,UPS,2026-09-09,08:15,SGN,,,,2026-09-07T16:36:33+08:00
RH 318_2026-09-09,RH 318,HKC,2026-09-09,08:30,HAN,,,,2026-09-07T16:36:33+08:00
RH 830_2026-09-09,RH 830,HKC,2026-09-09,08:35,PVG,,,,2026-09-07T16:36:33+08:00
CX 3239_2026-09-09,CX 3239,CPA,2026-09-09,08:35,PVG,,,,2026-09-07T16:36:33+08:00
O3 267_2026-09-09,O3 267,CSS,2026-09-09,08:45,NGB,,,,2026-09-07T16:36:33+08:00
TK 6236_2026-09-09,TK 6236,THY,2026-09-09,09:25,"IST,JED",,,,2026-09-07T16:36:33+08:00
CX 3144_2026-09-09,CX 3144,CPA,2026-09-09,09:25,MAA,,,,2026-09-07T16:36:33+08:00
3V 401_2026-09-09,3V 401,TAY,2026-09-09,09:25,"LGG,DWC",,,,2026-09-07T16:36:33+08:00
5Y 8131_2026-09-09,5Y 8131,GTI,2026-09-09,09:40,ICN,,,,2026-09-07T16:36:33+08:00
CV 4802_2026-09-09,CV 4802,CLX,2026-09-09,10:50,LUX,,,,2026-09-07T16:36:33+08:00
KJ 969_2026-09-09,KJ 969,AIH,2026-09-09,12:00,ICN,,,,2026-09-07T16:36:33+08:00
K4 270_2026-09-09,K4 270,CKS,2026-09-09,12:05,"CVG,NRT",,,,2026-09-07T16:36:33+08:00
K4 550_2026-09-09,K4 550,CKS,2026-09-09,12:15,"ORD,NRT",,,,2026-09-07T16:36:33+08:00
5X 167_2026-09-09,5X 167,UPS,2026-09-09,12:40,"SDF,SIN",,,,2026-09-07T16:36:33+08:00
EK 9780_2026-09-09,EK 9780,UAE,2026-09-09,12:45,DWC,,,,2026-09-07T16:36:33+08:00
QR 8464_2026-09-09,QR 8464,QTR,2026-09-09,12:50,DOH,,,,2026-09-07T16:36:33+08:00
5X 062_2026-09-09,5X 062,UPS,2026-09-09,12:55,"SDF,ANC",,,,2026-09-07T16:36:33+08:00
KZ 209_2026-09-09,KZ 209,NCA,2026-09-09,13:35,NRT,,,,2026-09-07T16:36:33+08:00
EY 9725_2026-09-09,EY 9725,ETD,2026-09-09,13:40,AUH,,,,2026-09-07T16:36:33+08:00
WW 861_2026-09-09,WW 861,KXP,2026-09-09,13:45,BKI,,,,2026-09-07T16:36:33+08:00
5X 002_2026-09-09,5X 002,UPS,2026-09-09,14:25,CGN,,,,2026-09-07T16:36:33+08:00
LH 8450_2026-09-09,LH 8450,GEC,2026-09-09,14:30,FRA,,,,2026-09-07T16:36:33+08:00
5X 058_2026-09-09,5X 058,UPS,2026-09-09,14:35,"ONT,HNL",,,,2026-09-07T16:36:33+08:00
CV 1632_2026-09-09,CV 1632,CLX,2026-09-09,14:45,LUX,,,,2026-09-07T16:36:33+08:00
ET 3618_2026-09-09,ET 3618,ETH,2026-09-09,14:45,ICN,Est at 17:45,,,2026-09-07T16:36:33+08:00
7L 922_2026-09-09,7L 922,AZG,2026-09-09,14:50,GYD,Est at 14:30 (08/09/2026),,,2026-09-07T16:36:33+08:00
3S 592_2026-09-09,3S 592,BOX,2026-09-09,15:00,"LEJ,NRT",,,,2026-09-07T16:36:33+08:00
CX 015_2026-09-09,CX 015,CPA,2026-09-09,15:05,"NRT,TPE",,,,2026-09-07T16:36:33+08:00
RH 332_2026-09-09,RH 332,HKC,2026-09-09,15:10,BKK,,,,2026-09-07T16:36:33+08:00
RH 4569_2026-09-09,RH 4569,HKC,2026-09-09,15:10,TPE,,,,2026-09-07T16:36:33+08:00
KE 8313_2026-09-09,KE 8313,KAL,2026-09-09,15:30,ICN,,,,2026-09-07T16:36:33+08:00
SQ 7988_2026-09-09,SQ 7988,SIA,2026-09-09,15:35,SIN,,,,2026-09-07T16:36:33+08:00
7L 624_2026-09-09,7L 624,AZG,2026-09-09,15:55,GYD,,,,2026-09-07T16:36:33+08:00
5X 064_2026-09-09,5X 064,UPS,2026-09-09,16:00,"SDF,ICN",,,,2026-09-07T16:36:33+08:00
7L 1922_2026-09-09,7L 1922,AZG,2026-09-09,16:05,GYD,,,,2026-09-07T16:36:33+08:00
SQ 7862_2026-09-09,SQ 7862,SIA,2026-09-09,16:30,SIN,,,,2026-09-07T16:36:33+08:00
TK 6238_2026-09-09,TK 6238,THY,2026-09-09,16:55,"IST,TBS",,,,2026-09-07T16:36:33+08:00
FX 5991_2026-09-09,FX 5991,FDX,2026-09-09,17:10,ICN,,,,2026-09-07T16:36:33+08:00
CI 6843_2026-09-09,CI 6843,CAL,2026-09-09,17:20,TPE,,,,2026-09-07T16:36:33+08:00
MH 6102_2026-09-09,MH 6102,MAS,2026-09-09,17:40,"KUL,KCH",,,,2026-09-07T16:36:33+08:00
RH 372_2026-09-09,RH 372,HKC,2026-09-09,17:55,SIN,,,,2026-09-07T16:36:33+08:00
AK 8545_2026-09-09,AK 8545,AXM,2026-09-09,18:15,BKI,,,,2026-09-07T16:36:33+08:00
CX 2074_2026-09-09,CX 2074,CPA,2026-09-09,18:35,SIN,,,,2026-09-07T16:36:33+08:00
TH 640_2026-09-09,TH 640,RMY,2026-09-09,18:40,BKI,,,,2026-09-07T16:36:33+08:00
CI 5833_2026-09-09,CI 5833,CAL,2026-09-09,19:20,TPE,,,,2026-09-07T16:36:33+08:00
5X 060_2026-09-09,5X 060,UPS,2026-09-09,19:35,"SDF,ANC",,,,2026-09-07T16:36:33+08:00
D0 705_2026-09-09,D0 705,DHK,2026-09-09,19:40,"EMA,BAH",,,,2026-09-07T16:36:33+08:00
QF 7525_2026-09-09,QF 7525,QFA,2026-09-09,19:55,SYD,,,,2026-09-07T16:36:33+08:00
